#    n         h                k                l
   436  -0.45407695E+01  -0.42015105E-02   0.24341235E-02
   437  -0.45448016E+01  -0.41958904E-02   0.24312908E-02
   438  -0.45488278E+01  -0.41902947E-02   0.24284765E-02
   439  -0.45528480E+01  -0.41847233E-02   0.24256804E-02
   440  -0.45568623E+01  -0.41791757E-02   0.24229023E-02
   441  -0.45608706E+01  -0.41736520E-02   0.24201420E-02
   442  -0.45648729E+01  -0.41681518E-02   0.24173995E-02
   443  -0.45688693E+01  -0.41626750E-02   0.24146744E-02
   444  -0.45728596E+01  -0.41572213E-02   0.24119666E-02
   445  -0.45768440E+01  -0.41517905E-02   0.24092760E-02
   446  -0.45808223E+01  -0.41463825E-02   0.24066023E-02
   447  -0.45847946E+01  -0.41409971E-02   0.24039454E-02
   448  -0.45887608E+01  -0.41356340E-02   0.24013051E-02
   449  -0.45927211E+01  -0.41302931E-02   0.23986813E-02
   450  -0.45966752E+01  -0.41249742E-02   0.23960738E-02
   451  -0.46006234E+01  -0.41196771E-02   0.23934824E-02
   452  -0.46045654E+01  -0.41144015E-02   0.23909070E-02
   453  -0.46085014E+01  -0.41091474E-02   0.23883473E-02
   454  -0.46124313E+01  -0.41039146E-02   0.23858033E-02
   455  -0.46163550E+01  -0.40987028E-02   0.23832748E-02
   456  -0.46202727E+01  -0.40935118E-02   0.23807615E-02
   457  -0.46241843E+01  -0.40883416E-02   0.23782635E-02
   458  -0.46280897E+01  -0.40831919E-02   0.23757804E-02
   459  -0.46319890E+01  -0.40780626E-02   0.23733122E-02
   460  -0.46358822E+01  -0.40729534E-02   0.23708588E-02
   461  -0.46397692E+01  -0.40678643E-02   0.23684198E-02
   462  -0.46436501E+01  -0.40627950E-02   0.23659953E-02
   463  -0.46475249E+01  -0.40577454E-02   0.23635851E-02
   464  -0.46513934E+01  -0.40527153E-02   0.23611889E-02
   465  -0.46552558E+01  -0.40477046E-02   0.23588068E-02
   466  -0.46591120E+01  -0.40427131E-02   0.23564384E-02
   467  -0.46629620E+01  -0.40377406E-02   0.23540838E-02
   468  -0.46668058E+01  -0.40327870E-02   0.23517427E-02
   469  -0.46706434E+01  -0.40278521E-02   0.23494150E-02
   470  -0.46744748E+01  -0.40229358E-02   0.23471006E-02
   471  -0.46783000E+01  -0.40180379E-02   0.23447994E-02
   472  -0.46821189E+01  -0.40131582E-02   0.23425111E-02
   473  -0.46859316E+01  -0.40082967E-02   0.23402357E-02
   474  -0.46897381E+01  -0.40034532E-02   0.23379731E-02
   475  -0.46935383E+01  -0.39986274E-02   0.23357231E-02
   476  -0.46973323E+01  -0.39938194E-02   0.23334855E-02
   477  -0.47011201E+01  -0.39890289E-02   0.23312604E-02
   478  -0.47049015E+01  -0.39842557E-02   0.23290474E-02
   479  -0.47086767E+01  -0.39794999E-02   0.23268466E-02
   480  -0.47124456E+01  -0.39747611E-02   0.23246577E-02
   481  -0.47162083E+01  -0.39700393E-02   0.23224807E-02
   482  -0.47199646E+01  -0.39653344E-02   0.23203154E-02
   483  -0.47237147E+01  -0.39606461E-02   0.23181618E-02
   484  -0.47274585E+01  -0.39559744E-02   0.23160196E-02
   485  -0.47311959E+01  -0.39513192E-02   0.23138889E-02
   486  -0.47349271E+01  -0.39466802E-02   0.23117694E-02
   487  -0.47386519E+01  -0.39420575E-02   0.23096610E-02
   488  -0.47423704E+01  -0.39374508E-02   0.23075637E-02
   489  -0.47460826E+01  -0.39328600E-02   0.23054773E-02
   490  -0.47497885E+01  -0.39282850E-02   0.23034017E-02
   491  -0.47534880E+01  -0.39237256E-02   0.23013368E-02
   492  -0.47571812E+01  -0.39191818E-02   0.22992825E-02
   493  -0.47608681E+01  -0.39146535E-02   0.22972386E-02
   494  -0.47645486E+01  -0.39101404E-02   0.22952052E-02
   495  -0.47682227E+01  -0.39056425E-02   0.22931820E-02
   496  -0.47718905E+01  -0.39011597E-02   0.22911690E-02
   497  -0.47755520E+01  -0.38966919E-02   0.22891660E-02
   498  -0.47792071E+01  -0.38922389E-02   0.22871729E-02
   499  -0.47828558E+01  -0.38878005E-02   0.22851898E-02
   500  -0.47864981E+01  -0.38833768E-02   0.22832163E-02
   501  -0.47901341E+01  -0.38789676E-02   0.22812525E-02
   502  -0.47937636E+01  -0.38745728E-02   0.22792983E-02
   503  -0.47973868E+01  -0.38701922E-02   0.22773535E-02
   504  -0.48010036E+01  -0.38658258E-02   0.22754180E-02
   505  -0.48046141E+01  -0.38614735E-02   0.22734918E-02
   506  -0.48082181E+01  -0.38571351E-02   0.22715748E-02
   507  -0.48118157E+01  -0.38528105E-02   0.22696668E-02
   508  -0.48154069E+01  -0.38484997E-02   0.22677678E-02
   509  -0.48189918E+01  -0.38442025E-02   0.22658777E-02
   510  -0.48225702E+01  -0.38399188E-02   0.22639964E-02
   511  -0.48261422E+01  -0.38356485E-02   0.22621237E-02
   512  -0.48297078E+01  -0.38313916E-02   0.22602597E-02
   513  -0.48332670E+01  -0.38271479E-02   0.22584041E-02
   514  -0.48368197E+01  -0.38229173E-02   0.22565570E-02
   515  -0.48403661E+01  -0.38186997E-02   0.22547183E-02
   516  -0.48439060E+01  -0.38144951E-02   0.22528877E-02
   517  -0.48474395E+01  -0.38103033E-02   0.22510654E-02
   518  -0.48509666E+01  -0.38061243E-02   0.22492511E-02
   519  -0.48544872E+01  -0.38019578E-02   0.22474448E-02
   520  -0.48580014E+01  -0.37978040E-02   0.22456465E-02
   521  -0.48615092E+01  -0.37936626E-02   0.22438560E-02
   522  -0.48650105E+01  -0.37895335E-02   0.22420732E-02
   523  -0.48685054E+01  -0.37854168E-02   0.22402981E-02
   524  -0.48719939E+01  -0.37813122E-02   0.22385305E-02
   525  -0.48754759E+01  -0.37772197E-02   0.22367705E-02
   526  -0.48789515E+01  -0.37731392E-02   0.22350179E-02
   527  -0.48824206E+01  -0.37690706E-02   0.22332727E-02
   528  -0.48858833E+01  -0.37650139E-02   0.22315347E-02
   529  -0.48893395E+01  -0.37609689E-02   0.22298040E-02
   530  -0.48927893E+01  -0.37569356E-02   0.22280804E-02
   531  -0.48962327E+01  -0.37529139E-02   0.22263638E-02
   532  -0.48996696E+01  -0.37489037E-02   0.22246542E-02
   533  -0.49031000E+01  -0.37449049E-02   0.22229515E-02
   534  -0.49065240E+01  -0.37409174E-02   0.22212556E-02
   535  -0.49099415E+01  -0.37369411E-02   0.22195665E-02
   536  -0.49133526E+01  -0.37329761E-02   0.22178841E-02
   537  -0.49167573E+01  -0.37290221E-02   0.22162082E-02
   538  -0.49201554E+01  -0.37250792E-02   0.22145390E-02
   539  -0.49235472E+01  -0.37211471E-02   0.22128762E-02
   540  -0.49269324E+01  -0.37172260E-02   0.22112198E-02
   541  -0.49303112E+01  -0.37133156E-02   0.22095698E-02
   542  -0.49336836E+01  -0.37094160E-02   0.22079261E-02
   543  -0.49370495E+01  -0.37055269E-02   0.22062885E-02
   544  -0.49404089E+01  -0.37016485E-02   0.22046571E-02
   545  -0.49437619E+01  -0.36977805E-02   0.22030318E-02
   546  -0.49471084E+01  -0.36939229E-02   0.22014125E-02
   547  -0.49504485E+01  -0.36900757E-02   0.21997991E-02
   548  -0.49537821E+01  -0.36862387E-02   0.21981917E-02
   549  -0.49571092E+01  -0.36824120E-02   0.21965901E-02
   550  -0.49604299E+01  -0.36785954E-02   0.21949942E-02
   551  -0.49637442E+01  -0.36747888E-02   0.21934040E-02
   552  -0.49670519E+01  -0.36709922E-02   0.21918195E-02
   553  -0.49703533E+01  -0.36672056E-02   0.21902406E-02
   554  -0.49736481E+01  -0.36634288E-02   0.21886671E-02
   555  -0.49769366E+01  -0.36596618E-02   0.21870992E-02
   556  -0.49802185E+01  -0.36559045E-02   0.21855366E-02
   557  -0.49834940E+01  -0.36521569E-02   0.21839795E-02
   558  -0.49867631E+01  -0.36484189E-02   0.21824276E-02
   559  -0.49900257E+01  -0.36446904E-02   0.21808809E-02
   560  -0.49932819E+01  -0.36409714E-02   0.21793394E-02
   561  -0.49965316E+01  -0.36372617E-02   0.21778031E-02
   562  -0.49997749E+01  -0.36335615E-02   0.21762718E-02
   563  -0.50030117E+01  -0.36298704E-02   0.21747455E-02
   564  -0.50062421E+01  -0.36261887E-02   0.21732242E-02
   565  -0.50094660E+01  -0.36225160E-02   0.21717078E-02
   566  -0.50126835E+01  -0.36188525E-02   0.21701963E-02
   567  -0.50158946E+01  -0.36151980E-02   0.21686895E-02
   568  -0.50190992E+01  -0.36115525E-02   0.21671876E-02
   569  -0.50222974E+01  -0.36079159E-02   0.21656903E-02
   570  -0.50254891E+01  -0.36042882E-02   0.21641977E-02
   571  -0.50286744E+01  -0.36006692E-02   0.21627096E-02
   572  -0.50318533E+01  -0.35970590E-02   0.21612262E-02
   573  -0.50350258E+01  -0.35934575E-02   0.21597472E-02
   574  -0.50381918E+01  -0.35898647E-02   0.21582727E-02
   575  -0.50413514E+01  -0.35862804E-02   0.21568026E-02
   576  -0.50445046E+01  -0.35827047E-02   0.21553369E-02
   577  -0.50476514E+01  -0.35791374E-02   0.21538755E-02
   578  -0.50507917E+01  -0.35755785E-02   0.21524183E-02
   579  -0.50539256E+01  -0.35720280E-02   0.21509654E-02
   580  -0.50570532E+01  -0.35684858E-02   0.21495166E-02
   581  -0.50601743E+01  -0.35649519E-02   0.21480720E-02
   582  -0.50632890E+01  -0.35614262E-02   0.21466315E-02
   583  -0.50663973E+01  -0.35579086E-02   0.21451950E-02
   584  -0.50694991E+01  -0.35543992E-02   0.21437625E-02
   585  -0.50725946E+01  -0.35508978E-02   0.21423339E-02
   586  -0.50756837E+01  -0.35474044E-02   0.21409093E-02
   587  -0.50787664E+01  -0.35439189E-02   0.21394885E-02
   588  -0.50818427E+01  -0.35404414E-02   0.21380716E-02
   589  -0.50849126E+01  -0.35369717E-02   0.21366585E-02
   590  -0.50879762E+01  -0.35335099E-02   0.21352491E-02
   591  -0.50910333E+01  -0.35300557E-02   0.21338434E-02
   592  -0.50940841E+01  -0.35266094E-02   0.21324413E-02
   593  -0.50971285E+01  -0.35231706E-02   0.21310429E-02
   594  -0.51001665E+01  -0.35197395E-02   0.21296481E-02
   595  -0.51031982E+01  -0.35163160E-02   0.21282569E-02
   596  -0.51062234E+01  -0.35129000E-02   0.21268691E-02
   597  -0.51092424E+01  -0.35094915E-02   0.21254848E-02
   598  -0.51122549E+01  -0.35060904E-02   0.21241039E-02
   599  -0.51152611E+01  -0.35026968E-02   0.21227265E-02
   600  -0.51182610E+01  -0.34993105E-02   0.21213524E-02
   601  -0.51212545E+01  -0.34959315E-02   0.21199816E-02
   602  -0.51242417E+01  -0.34925597E-02   0.21186141E-02
   603  -0.51272225E+01  -0.34891952E-02   0.21172498E-02
   604  -0.51301970E+01  -0.34858379E-02   0.21158888E-02
   605  -0.51331651E+01  -0.34824877E-02   0.21145309E-02
   606  -0.51361270E+01  -0.34791445E-02   0.21131762E-02
   607  -0.51390825E+01  -0.34758085E-02   0.21118246E-02
   608  -0.51420316E+01  -0.34724795E-02   0.21104761E-02
   609  -0.51449745E+01  -0.34691574E-02   0.21091306E-02
   610  -0.51479111E+01  -0.34658423E-02   0.21077881E-02
   611  -0.51508413E+01  -0.34625341E-02   0.21064486E-02
   612  -0.51537652E+01  -0.34592327E-02   0.21051120E-02
   613  -0.51566829E+01  -0.34559381E-02   0.21037784E-02
   614  -0.51595942E+01  -0.34526504E-02   0.21024476E-02
   615  -0.51624993E+01  -0.34493693E-02   0.21011196E-02
   616  -0.51653981E+01  -0.34460950E-02   0.20997945E-02
   617  -0.51682905E+01  -0.34428273E-02   0.20984722E-02
   618  -0.51711768E+01  -0.34395663E-02   0.20971526E-02
   619  -0.51740567E+01  -0.34363118E-02   0.20958358E-02
   620  -0.51769304E+01  -0.34330639E-02   0.20945216E-02
   621  -0.51797978E+01  -0.34298226E-02   0.20932101E-02
   622  -0.51826589E+01  -0.34265877E-02   0.20919012E-02
   623  -0.51855138E+01  -0.34233592E-02   0.20905950E-02
   624  -0.51883625E+01  -0.34201372E-02   0.20892913E-02
   625  -0.51912049E+01  -0.34169215E-02   0.20879902E-02
   626  -0.51940410E+01  -0.34137122E-02   0.20866915E-02
   627  -0.51968710E+01  -0.34105092E-02   0.20853954E-02
   628  -0.51996947E+01  -0.34073124E-02   0.20841018E-02
   629  -0.52025121E+01  -0.34041219E-02   0.20828105E-02
   630  -0.52053234E+01  -0.34009376E-02   0.20815217E-02
   631  -0.52081285E+01  -0.33977595E-02   0.20802353E-02
   632  -0.52109273E+01  -0.33945875E-02   0.20789512E-02
   633  -0.52137199E+01  -0.33914216E-02   0.20776695E-02
   634  -0.52165064E+01  -0.33882618E-02   0.20763900E-02
   635  -0.52192866E+01  -0.33851080E-02   0.20751129E-02
   636  -0.52220607E+01  -0.33819602E-02   0.20738380E-02
   637  -0.52248286E+01  -0.33788184E-02   0.20725653E-02
   638  -0.52275903E+01  -0.33756826E-02   0.20712949E-02
   639  -0.52303458E+01  -0.33725527E-02   0.20700266E-02
   640  -0.52330952E+01  -0.33694286E-02   0.20687604E-02
   641  -0.52358384E+01  -0.33663104E-02   0.20674964E-02
   642  -0.52385755E+01  -0.33631981E-02   0.20662346E-02
   643  -0.52413064E+01  -0.33600915E-02   0.20649747E-02
   644  -0.52440312E+01  -0.33569907E-02   0.20637170E-02
   645  -0.52467498E+01  -0.33538957E-02   0.20624613E-02
   646  -0.52494624E+01  -0.33508063E-02   0.20612076E-02
   647  -0.52521688E+01  -0.33477227E-02   0.20599559E-02
   648  -0.52548690E+01  -0.33446446E-02   0.20587062E-02
   649  -0.52575632E+01  -0.33415722E-02   0.20574585E-02
   650  -0.52602513E+01  -0.33385054E-02   0.20562126E-02
   651  -0.52629332E+01  -0.33354442E-02   0.20549687E-02
   652  -0.52656091E+01  -0.33323885E-02   0.20537266E-02
   653  -0.52682789E+01  -0.33293383E-02   0.20524865E-02
   654  -0.52709426E+01  -0.33262936E-02   0.20512481E-02
   655  -0.52736002E+01  -0.33232543E-02   0.20500116E-02
   656  -0.52762518E+01  -0.33202205E-02   0.20487769E-02
   657  -0.52788973E+01  -0.33171921E-02   0.20475440E-02
   658  -0.52815367E+01  -0.33141691E-02   0.20463128E-02
   659  -0.52841701E+01  -0.33111514E-02   0.20450834E-02
   660  -0.52867975E+01  -0.33081390E-02   0.20438557E-02
   661  -0.52894188E+01  -0.33051319E-02   0.20426297E-02
   662  -0.52920341E+01  -0.33021302E-02   0.20414054E-02
   663  -0.52946433E+01  -0.32991336E-02   0.20401828E-02
   664  -0.52972466E+01  -0.32961423E-02   0.20389618E-02
   665  -0.52998438E+01  -0.32931562E-02   0.20377425E-02
   666  -0.53024350E+01  -0.32901753E-02   0.20365247E-02
   667  -0.53050203E+01  -0.32871995E-02   0.20353086E-02
   668  -0.53075995E+01  -0.32842288E-02   0.20340940E-02
   669  -0.53101728E+01  -0.32812633E-02   0.20328810E-02
   670  -0.53127401E+01  -0.32783028E-02   0.20316695E-02
   671  -0.53153014E+01  -0.32753474E-02   0.20304596E-02
   672  -0.53178568E+01  -0.32723970E-02   0.20292512E-02
   673  -0.53204062E+01  -0.32694517E-02   0.20280443E-02
   674  -0.53229496E+01  -0.32665113E-02   0.20268388E-02
   675  -0.53254871E+01  -0.32635759E-02   0.20256348E-02
   676  -0.53280187E+01  -0.32606454E-02   0.20244322E-02
   677  -0.53305444E+01  -0.32577199E-02   0.20232311E-02
   678  -0.53330641E+01  -0.32547992E-02   0.20220314E-02
   679  -0.53355779E+01  -0.32518834E-02   0.20208331E-02
   680  -0.53380858E+01  -0.32489725E-02   0.20196361E-02
   681  -0.53405878E+01  -0.32460664E-02   0.20184406E-02
   682  -0.53430840E+01  -0.32431652E-02   0.20172463E-02
   683  -0.53455742E+01  -0.32402687E-02   0.20160534E-02
   684  -0.53480585E+01  -0.32373770E-02   0.20148619E-02
   685  -0.53505370E+01  -0.32344900E-02   0.20136716E-02
   686  -0.53530097E+01  -0.32316078E-02   0.20124826E-02
   687  -0.53554764E+01  -0.32287303E-02   0.20112949E-02
   688  -0.53579373E+01  -0.32258574E-02   0.20101085E-02
   689  -0.53603924E+01  -0.32229893E-02   0.20089233E-02
   690  -0.53628417E+01  -0.32201258E-02   0.20077394E-02
   691  -0.53652851E+01  -0.32172669E-02   0.20065567E-02
   692  -0.53677227E+01  -0.32144126E-02   0.20053752E-02
   693  -0.53701545E+01  -0.32115629E-02   0.20041948E-02
   694  -0.53725805E+01  -0.32087178E-02   0.20030157E-02
   695  -0.53750006E+01  -0.32058772E-02   0.20018377E-02
   696  -0.53774150E+01  -0.32030412E-02   0.20006609E-02
   697  -0.53798237E+01  -0.32002097E-02   0.19994853E-02
   698  -0.53822265E+01  -0.31973826E-02   0.19983108E-02
   699  -0.53846236E+01  -0.31945601E-02   0.19971373E-02
   700  -0.53870149E+01  -0.31917420E-02   0.19959650E-02
   701  -0.53894005E+01  -0.31889283E-02   0.19947938E-02
   702  -0.53917803E+01  -0.31861191E-02   0.19936237E-02
   703  -0.53941544E+01  -0.31833143E-02   0.19924547E-02
   704  -0.53965228E+01  -0.31805139E-02   0.19912867E-02
   705  -0.53988854E+01  -0.31777178E-02   0.19901198E-02
   706  -0.54012423E+01  -0.31749261E-02   0.19889539E-02
   707  -0.54035936E+01  -0.31721387E-02   0.19877890E-02
   708  -0.54059391E+01  -0.31693556E-02   0.19866252E-02
   709  -0.54082790E+01  -0.31665769E-02   0.19854623E-02
   710  -0.54106131E+01  -0.31638024E-02   0.19843005E-02
   711  -0.54129416E+01  -0.31610322E-02   0.19831396E-02
   712  -0.54152645E+01  -0.31582662E-02   0.19819797E-02
   713  -0.54175816E+01  -0.31555045E-02   0.19808208E-02
   714  -0.54198932E+01  -0.31527469E-02   0.19796628E-02
   715  -0.54221991E+01  -0.31499936E-02   0.19785058E-02
   716  -0.54244993E+01  -0.31472445E-02   0.19773497E-02
   717  -0.54267939E+01  -0.31444995E-02   0.19761945E-02
   718  -0.54290830E+01  -0.31417587E-02   0.19750402E-02
   719  -0.54313664E+01  -0.31390221E-02   0.19738869E-02
   720  -0.54336442E+01  -0.31362895E-02   0.19727344E-02
   721  -0.54359164E+01  -0.31335611E-02   0.19715828E-02
   722  -0.54381830E+01  -0.31308367E-02   0.19704321E-02
   723  -0.54404441E+01  -0.31281164E-02   0.19692823E-02
   724  -0.54426996E+01  -0.31254002E-02   0.19681333E-02
   725  -0.54449495E+01  -0.31226881E-02   0.19669852E-02
   726  -0.54471939E+01  -0.31199799E-02   0.19658379E-02
   727  -0.54494328E+01  -0.31172758E-02   0.19646915E-02
   728  -0.54516661E+01  -0.31145757E-02   0.19635458E-02
   729  -0.54538938E+01  -0.31118796E-02   0.19624010E-02
   730  -0.54561161E+01  -0.31091874E-02   0.19612570E-02
   731  -0.54583329E+01  -0.31064992E-02   0.19601138E-02
   732  -0.54605441E+01  -0.31038149E-02   0.19589714E-02
   733  -0.54627499E+01  -0.31011346E-02   0.19578298E-02
   734  -0.54649502E+01  -0.30984582E-02   0.19566889E-02
   735  -0.54671450E+01  -0.30957857E-02   0.19555488E-02
   736  -0.54693343E+01  -0.30931171E-02   0.19544095E-02
   737  -0.54715182E+01  -0.30904524E-02   0.19532709E-02
   738  -0.54736966E+01  -0.30877915E-02   0.19521331E-02
   739  -0.54758696E+01  -0.30851345E-02   0.19509960E-02
   740  -0.54780372E+01  -0.30824813E-02   0.19498596E-02
   741  -0.54801993E+01  -0.30798319E-02   0.19487240E-02
   742  -0.54823560E+01  -0.30771864E-02   0.19475891E-02
   743  -0.54845073E+01  -0.30745446E-02   0.19464549E-02
   744  -0.54866533E+01  -0.30719066E-02   0.19453214E-02
   745  -0.54887938E+01  -0.30692724E-02   0.19441885E-02
   746  -0.54909289E+01  -0.30666420E-02   0.19430564E-02
   747  -0.54930587E+01  -0.30640153E-02   0.19419250E-02
   748  -0.54951831E+01  -0.30613923E-02   0.19407942E-02
   749  -0.54973021E+01  -0.30587731E-02   0.19396641E-02
   750  -0.54994158E+01  -0.30561575E-02   0.19385347E-02
   751  -0.55015242E+01  -0.30535457E-02   0.19374059E-02
   752  -0.55036272E+01  -0.30509375E-02   0.19362778E-02
   753  -0.55057250E+01  -0.30483331E-02   0.19351503E-02
   754  -0.55078174E+01  -0.30457322E-02   0.19340235E-02
   755  -0.55099044E+01  -0.30431351E-02   0.19328973E-02
   756  -0.55119863E+01  -0.30405415E-02   0.19317717E-02
   757  -0.55140628E+01  -0.30379516E-02   0.19306468E-02
   758  -0.55161340E+01  -0.30353653E-02   0.19295224E-02
   759  -0.55182000E+01  -0.30327826E-02   0.19283987E-02
   760  -0.55202607E+01  -0.30302035E-02   0.19272756E-02
   761  -0.55223161E+01  -0.30276280E-02   0.19261531E-02
   762  -0.55243664E+01  -0.30250561E-02   0.19250311E-02
   763  -0.55264113E+01  -0.30224877E-02   0.19239098E-02
