l  tau  s   h   p   n   pp  lm  lv  la  lj  ls         Hs1         body
2   0   0  20  -1   0   0   0 -11   0   0   0  +1.172468348797e-08  SU
2   0   0  10   0   0   0   0   0 -15   0   0  +2.325599572501e-09  MA
2   0   0   2  -1   1   0   0   0   0   1   0  +3.085750685457e-08  SU
2   0   0   2   0   0   0   0   0   0   0   1  +4.576603332962e-08  SU
2   0   0   2   0   1  -2   0   0   0   0   0  +2.797348839650e-07  MO
2   0   0   2   0   1   0   0   0   0   0   0  +7.719075371037e-04  MO
4   0   0   2   0   1   0   0   0   0   0   0  -1.986580765457e-07  MO
2   0   0   2   0   1   0   0   0   0   0   0  -5.759854138857e-06  SU
2   0   0   1   0   0   0   0   0   2   0   0  +2.738846152246e-07  SU
2   0   0   1   0   0   0   0   0   2   0   0  +2.668420278294e-09  MA
2   0   0   2   0   0   0   0   0   0   1   0  +4.183440008056e-07  SU
2   0   0   2   0   1   0   0   0   0   0   1  +1.360445106786e-08  SU
2   0   0   9   0   0   0   0   0 -13   0   0  +3.904132324138e-09  MA
2   0   0   2   0   2   0   0   0   0   0   0  +1.701575708116e-04  MO
4   0   0   2   0   2   0   0   0   0   0   0  -2.970283752396e-08  MO
2   0   0   2   0   2   0   0   0   0   0   0  +5.991217897646e-08  SU
2   0   0   2   0   2   2   0   0   0   0   0  +3.643210400320e-08  MO
3   0   0   2   1   0   0   0   0   0   0   0  +7.054876147591e-09  MO
2   0   0   2   0   1   0   0   0   0   0   2  +8.647911153567e-08  SU
2   0   0   1   1  -1   0   0   0   2   0   0  +2.340287987490e-07  SU
2   0   0   7   0   0   0   0  -3   0   0   0  +5.709041193336e-09  VE
2   0   0   0   0   0   0   0   0   4   0   0  +3.999655134861e-08  SU
2   0   0  -6   0   0   0   0   5   0   0   0  +1.251808356512e-07  VE
2   0   0  -1  -1   1   0   0   0   6   0   0  +1.126749093742e-08  SU
2   0   0   8   0   0   0   0   0 -11   0   0  +5.585386744615e-09  MA
2   0   0  -2   0   0   0   1   0   0   0   0  +1.197700336662e-08  SU
2   0   0  -2   0   0   0   1   0   0   0   0  +7.579620605639e-09  ME
2   0   0   2   0   3   0   0   0   0   0   0  -5.009396211014e-06  MO
4   0   0   2   0   3   0   0   0   0   0   0  +5.933331734384e-09  MO
2   0   0   2   1   1  -1   0   0   0   0   0  -2.127316499889e-08  MO
3   0   0   2   1   1   0   0   0   0   0   0  +3.153348743713e-07  MO
2   0   0  -1   0   0   0   0   0   6   0   0  +1.733393704423e-08  SU
2   0   0   7   0   0   0   0   0  -9   0   0  +7.134667759082e-09  MA
2   0   0   2   0   4   0   0   0   0   0   0  +2.149023811112e-08  MO
3   0   0   2   1   2   0   0   0   0   0   0  +2.409149757272e-07  MO
2   0   0   2   1   0   0   0   0   0   0   4  +1.796647037669e-08  SU
2   0   0  -1   0   0   0   0   2   0   0   0  +5.577217350396e-08  VE
2   0   0   2   1   1   0   0   0   0   1   0  +6.993330473668e-07  SU
2   0   0   2   0   0   0   0   0   0   3   0  +2.068813559736e-08  SU
2   0   0 -14   0   0   0   0  10   0   0   0  +5.125152927656e-09  VE
3   0   0   2   1   3   0   0   0   0   0   0  +2.420365201404e-08  MO
2   0   0   6   0   0   0   0   0  -7   0   0  +1.703071185354e-08  SU
2   0   0   6   0   0   0   0   0  -7   0   0  +9.864626931606e-09  MA
2   0   0   2   2   2   0   0   0   0   0   0  -2.232235170802e-08  MO
2   0   0   5   0   0   0   0   0  -5   0   0  +3.479858327387e-08  SU
2   0   0   5   0   0   0   0   0  -5   0   0  +1.339208967903e-08  MA
2   0   0   4   0   0   0   0  -1   0   0   0  +3.611472245484e-08  SU
2   0   0   4   0   0   0   0  -1   0   0   0  +2.208537422649e-08  VE
2   0   0  -9   0   0   0   0   7   0   0   0  +1.905175222394e-07  VE
2   0   0   2   2   3   0   0   0   0   0   0  -4.370405326302e-08  MO
2   0   0   4   0   0   0   0   0  -3   0   0  +8.642914977245e-08  SU
2   0   0   3   0   0   0   0   0  -1   0   0  +5.792396912292e-08  SU
2   0   0   3   0   0   0   0   0  -1   0   0  +2.677235050881e-09  MA
2   0   0   3   0   0   0   0   0   0  -6   0  +3.902120230383e-09  JU
2   0   0   9   0   0   0   0  -4   0   0   0  +1.518650140096e-09  VE
2   0   0  -4   0   0   0   0   4   0   0   0  +2.051108000013e-08  MO
2   0   0  -4   0   0   0   0   4   0   0   0  +2.903015795887e-07  SU
2   0   0  -4   0   0   0   0   4   0   0   0  +1.140307782324e-06  VE
2   0   0 -17   0   0   0   0  12   0   0   0  +1.521233612573e-09  VE
2   0   0   2   0   0   0   0   0   1   0   0  +1.180877952235e-08  SU
2   0   0  10   0   0   0   0   0 -14   0   0  +3.254086126545e-09  MA
2   0   0   3   0   0   0   0   0   0  -5   0  +1.060830325183e-08  JU
2   0   0   9   0   0   0   0   0 -12   0   0  +4.451616260382e-09  MA
2   0   0   1   0   0   0   0   1   0   0   0  +9.704027805370e-07  SU
2   0   0   1   0   0   0   0   1   0   0   0  +1.611896164307e-07  VE
2   0   0 -12   0   0   0   0   9   0   0   0  +3.017277217867e-08  VE
3   0   0   3  -3   0  -1   0   0   0   0   0  +8.502030229148e-09  MO
2   0   0   3  -3   0   0   0   0   0   0   0  +6.667762430774e-08  MO
2   0   0   3   0   0   0   0   0   0  -4   0  +4.798975736875e-08  SU
2   0   0   3   0   0   0   0   0   0  -4   0  +5.543398276723e-09  JU
2   0   0   1   0   1   0   0   1   0   0   0  +2.195412514999e-08  MO
2   0   0   8   0   0   0   0   0 -10   0   0  +5.441881448643e-09  MA
2   0   0   3  -2  -1  -1   0   0   0   0   0  +6.541498237158e-07  MO
2   0   0   7   0   0   0   0   0  -8   0   0  +7.214846868633e-09  MA
2   0   0   3   0   0   0   0   0   0  -3   0  +1.586084215636e-07  SU
2   0   0   3   0   0   0   0   0   0  -3   0  +2.250615404816e-08  JU
2   0   0   3  -1  -1   0   0   0   0  -1   0  +3.134826026587e-08  SU
2   0   0   6   0   0   0   0  -2   0   0   0  +5.385669026256e-09  VE
2   0   0  -7   0   0   0   0   6   0   0   0  +2.118833241622e-08  SU
2   0   0  -7   0   0   0   0   6   0   0   0  +1.115483659778e-07  VE
2   0   0   3  -2   0  -1   0   0   0   0   0  -1.046440734259e-05  MO
3   0   0   3  -2   0   0   0   0   0   0   0  +1.117926528003e-08  MO
2   0   0   6   0   0   0   0   0  -6   0   0  +8.651588311614e-09  MA
2   0   0   3   0  -1   0   0   0   0   0  -4  +3.595009351559e-08  SU
2   0   0   3  -2   1  -1   0   0   0   0   0  +1.057001341169e-06  MO
2   0   0   3   0   0   0   0   0   0  -2   0  +3.305806807101e-07  SU
3   0   0   3  -1  -1  -1   0   0   0   0   0  +7.510729683281e-08  MO
2   0   0   3  -1   1   0   0   0   0   0  -2  +1.023102434227e-07  SU
2   0   0  -2   0   0   0   0   3   0   0   0  +3.940423452462e-08  VE
2   0   0   4  -1   1   0   0   0  -2   0   0  +7.432722844920e-07  SU
2   0   0   3   0  -1   0   0   0   0   0  -2  +4.028823243469e-07  SU
2   0   0 -15   0   0   0   0  11   0   0   0  +7.303205592851e-08  SU
2   0   0 -15   0   0   0   0  11   0   0   0  +4.779170209692e-09  VE
2   0   0   3   0   1   0   0   0   0  -2   0  +2.172939923445e-08  SU
3   0   0   3  -1   0  -1   0   0   0   0   0  -1.510032926401e-06  MO
2   0   0   3  -1   0   0   0   0   0   0   0  -2.232596959322e-07  SU
2   0   0   3   0   0   0   0   0   0  -1   0  +1.830218393393e-06  SU
2   0   0   3   0   0   0   0   0   0   0  -2  +2.178330453853e-08  SU
2   0   0   4   0   0   0   0   0  -2   0   0  +5.128218125877e-07  SU
3   0   0   3  -1   1  -1   0   0   0   0   0  -2.410596911354e-07  MO
2   0   0   3  -1   1   0   0   0   0   0   0  -3.783946134751e-07  MO
2   0   0   3   0  -1  -1   0   0   0   0   0  -3.538291729407e-08  SU
2   0   0   3   0   0   0   0   0   0   0  -1  +1.041517958745e-07  SU
2   0   0   3   0   1   0   0   0   0  -1   0  +3.257905123900e-08  MO
3   0   0   3  -1   2  -1   0   0   0   0   0  +1.678698734606e-08  MO
2   0   0   3  -1   2   0   0   0   0   0   0  -9.359469022470e-08  MO
2   0   0   4   1  -1   0   0   0  -2   0   0  +2.380964309267e-08  SU
2   0   0   3   0   0  -3   0   0   0   0   0  -2.645144409122e-06  SU
3   0   0   3   0   0  -2   0   0   0   0   0  -8.212599412836e-09  SU
2   0   0   3   0   0  -1   0   0   0   0   0  -2.296814421691e-06  MO
4   0   0   3   0   0  -1   0   0   0   0   0  +1.602723145324e-08  MO
2   0   0   3   0   0  -1   0   0   0   0   0  -1.809159711237e-03  SU
3   0   0   3   0   0   0   0   0   0   0   0  -3.690966485011e-07  SU
2   0   0   3   0   0   0   0   0   0   0   0  +1.653278536276e-08  VE
2   0   0 -10   0   0   0   0   8   0   0   0  +1.605437323569e-07  VE
2   0   0  11   0   0   0   0   0 -15   0   0  +2.637336574163e-09  MA
2   0   0   3   0   1  -1   0   0   0   0   0  +3.182479955375e-05  MO
4   0   0   3   0   1  -1   0   0   0   0   0  -6.150404846617e-09  MO
2   0   0   3   0   1  -1   0   0   0   0   0  -3.368251124824e-07  SU
2   0   0   2   0   0   0   0   0   2   0   0  +2.159444125444e-08  SU
2   0   0   3   0   0   0   0   0   0   1   0  +4.419216787843e-08  SU
2   0   0  10   0   0   0   0   0 -13   0   0  +3.429556718149e-09  MA
2   0   0   3   0   2  -1   0   0   0   0   0  +7.607471933633e-06  MO
2   0   0   2   1  -1   0   0   0   2   0   0  +1.384723998459e-08  SU
2   0   0   3   1  -1   0   0   0   0   0   2  +7.169728428137e-08  SU
2   0   0  -5   0   0   0   0   5   0   0   0  +8.902889704428e-07  VE
2   0   0   9   0   0   0   0   0 -11   0   0  +4.026269006434e-09  MA
2   0   0  -1   0   0   0   1   0   0   0   0  +1.174002355024e-08  SU
2   0   0  -1   0   0   0   1   0   0   0   0  +2.763027037198e-08  ME
2   0   0   3   0   3  -1   0   0   0   0   0  -2.544096875377e-07  MO
3   0   0   3   1   1  -1   0   0   0   0   0  +1.472479277984e-08  MO
2   0   0   8   0   0   0   0   0  -9   0   0  +5.109934668957e-09  MA
3   0   0   3   1   2  -1   0   0   0   0   0  +1.211991543304e-08  MO
2   0   0   3   1   0   0   0   0   0   0   4  +4.703179798315e-08  SU
2   0   0   0   0   0   0   0   2   0   0   0  +1.317127716634e-07  VE
2   0   0   3   1   1   0   0   0   0   1   0  +1.530357497701e-06  SU
2   0   0   3   0   0   0   0   0   0   3   0  +5.074969690380e-08  SU
2   0   0 -13   0   0   0   0  10   0   0   0  +2.688008361946e-08  VE
2   0   0   3  -1   1   0   0   0   0   4   0  +1.429435555129e-08  SU
2   0   0   7   0   0   0   0   0  -7   0   0  +5.429841873167e-09  MA
2   0   0  -5   0   0   0   2   0   0   0   0  +2.168815813111e-08  MO
2   0   0   6   0   0   0   0   0  -5   0   0  +2.521107930156e-08  SU
2   0   0   5   0   0   0   0  -1   0   0   0  +4.940765031353e-09  VE
2   0   0  -8   0   0   0   0   7   0   0   0  +7.476077682022e-09  SU
2   0   0  -8   0   0   0   0   7   0   0   0  +9.721356505721e-08  VE
2   0   0   5   0   0   0   0   0  -3   0   0  +4.116201093187e-08  SU
2   0   0   4   0   0   0   0   0   0  -6   0  +2.804736191244e-09  JU
2   0   0  -3   0   0   0   0   4   0   0   0  +3.091649612857e-08  SU
2   0   0  -3   0   0   0   0   4   0   0   0  +2.782210177167e-08  VE
2   0   0 -16   0   0   0   0  12   0   0   0  +4.339803730495e-09  VE
2   0   0   4  -4   0   0   0   0   0   0   0  -1.592231278233e-07  MO
2   0   0  11   0   0   0   0   0 -14   0   0  +2.590011648840e-09  MA
2   0   0   4   0   0   0   0   0   0  -5   0  +9.581933275356e-09  SU
2   0   0   4  -4   1   0   0   0   0   0   0  +1.892153961636e-08  MO
2   0   0  10   0   0   0   0   0 -12   0   0  +2.967989188587e-09  MA
2   0   0   2   0   0   0   0   1   0   0   0  +7.783154177220e-08  SU
2   0   0   2   0   0   0   0   1   0   0   0  +1.266513048007e-08  VE
2   0   0 -11   0   0   0   0   9   0   0   0  +1.331384901016e-07  VE
3   0   0   4  -3   0   0   0   0   0   0   0  -4.167803754884e-08  MO
2   0   0   4   0   0   0   0   0   0  -4   0  +4.336220684250e-08  SU
2   0   0   4   0   0   0   0   0   0  -4   0  +4.812331333312e-09  JU
2   0   0   9   0   0   0   0   0 -10   0   0  +3.538321323436e-09  MA
2   0   0   8   0   0   0   0   0  -8   0   0  +3.294064113818e-09  MA
2   0   0   4   0   0   0   0   0   0  -3   0  +1.638598482200e-07  SU
2   0   0  -6   0   0   0   0   6   0   0   0  +5.011105356746e-08  SU
2   0   0  -6   0   0   0   0   6   0   0   0  +6.886516950887e-07  VE
2   0   0   4  -2   0  -2   0   0   0   0   0  -2.809287860823e-07  MO
2   0   0   4  -2   0   0   0   0   0   0   0  -1.453304486404e-07  MO
2   0   0   4  -2   1   0   0   0   0   0   0  +1.101067182953e-06  MO
2   0   0   4   0   0   0   0   0   0  -2   0  +8.575799097638e-07  SU
2   0   0   6   0   0   0   0   0  -4   0   0  +1.616401308643e-08  SU
2   0   0  -1   0   0   0   0   3   0   0   0  +1.871903908533e-07  SU
2   0   0  -1   0   0   0   0   3   0   0   0  +1.068621937098e-07  VE
2   0   0 -14   0   0   0   0  11   0   0   0  +2.352860705016e-08  VE
2   0   0   4  -2   2   0   0   0   0   0   0  +4.172507005649e-07  MO
3   0   0   4  -1   0  -2   0   0   0   0   0  -4.667071913021e-08  MO
2   0   0   4  -1   0  -1   0   0   0   0   0  -1.653373538179e-08  SU
2   0   0   4   0   0   0   0   0   0  -1   0  +1.507204636379e-07  SU
2   0   0   4   0   0   0   0   0   0   0  -2  +3.411679175238e-08  SU
2   0   0  -1   1  -1   0   0   3   0   0   0  +3.764520384437e-08  SU
3   0   0   4  -1   1   0   0   0   0   0   0  +6.512193367007e-08  MO
2   0   0   4   0   0   0   0   0   0   0  -1  +8.213874339499e-09  SU
3   0   0   4  -1   2   0   0   0   0   0   0  +3.227153601872e-08  MO
2   0   0   4   0   0  -4   0   0   0   0   0  -5.231462004829e-08  SU
2   0   0   4   0   0  -2   0   0   0   0   0  -5.238697775236e-08  MO
2   0   0   4   0   0  -2   0   0   0   0   0  -7.340598631568e-05  SU
3   0   0   4   0   0  -1   0   0   0   0   0  -3.060730882493e-08  SU
2   0   0   4   0   0   0   0   0   0   0   0  +4.363265551792e-09  VE
2   0   0  -9   0   0   0   0   8   0   0   0  +8.326061913272e-08  VE
2   0   0   4   0   1  -2   0   0   0   0   0  +1.024440374334e-06  MO
2   0   0   4   0   1  -2   0   0   0   0   0  -1.392885803499e-08  SU
2   0   0   4   0   2  -2   0   0   0   0   0  +2.611389540170e-07  MO
2   0   0   4   0   2   0   0   0   0   0   0  -2.079560415197e-07  MO
2   0   0   4   1  -1   0   0   0   0   0   2  +9.627246231454e-09  SU
2   0   0  -4   0   0   0   0   5   0   0   0  +1.978162894348e-08  VE
2   0   0 -17   0   0   0   0  13   0   0   0  +3.900946029749e-09  VE
2   0   0  10   0   0   0   0   0 -11   0   0  +2.418306619957e-09  MA
2   0   0   0   0   0   0   1   0   0   0   0  +3.682609077601e-09  ME
2   0   0   4   0   3   0   0   0   0   0   0  -1.727540184859e-07  MO
2   0   0   4   0   4   0   0   0   0   0   0  -2.069430336627e-08  MO
2   0   0   1   0   0   0   0   2   0   0   0  +9.656772005267e-09  VE
2   0   0   4   1   1   0   0   0   0   1   0  +1.238465096959e-07  SU
2   0   0 -12   0   0   0   0  10   0   0   0  +1.089702038599e-07  VE
2   0   0  -4   0   0   0   2   0   0   0   0  +2.256470100086e-09  ME
2   0   0  -7   0   0   0   0   7   0   0   0  +2.778557035055e-08  SU
2   0   0  -7   0   0   0   0   7   0   0   0  +5.288814861957e-07  VE
2   0   0  -2   0   0   0   0   4   0   0   0  +7.446005038358e-08  SU
2   0   0  -2   0   0   0   0   4   0   0   0  +8.585677614498e-08  VE
2   0   0 -15   0   0   0   0  12   0   0   0  +2.027520454053e-08  VE
2   0   0   3   0   0   0   0   1   0   0   0  +3.796539160264e-09  VE
2   0   0 -10   0   0   0   0   9   0   0   0  +7.028658060717e-08  VE
2   0   0   5   0   0   0   0   0   0  -4   0  +1.398021251199e-08  SU
2   0   1 -20   0   0   0   0   7   0   0   0  +5.470790347744e-08  SU
2   0   0  -5   0   0   0   0   6   0   0   0  +1.422969948291e-08  VE
2   0   0 -18   0   0   0   0  14   0   0   0  +3.430701493720e-09  VE
2   0   0   5  -2   1  -1   0   0   0   0   0  +8.237924609263e-08  MO
2   0   0   5   0   0   0   0   0   0  -2   0  +7.125063708402e-08  SU
2   0   0   0   0   0   0   0   3   0   0   0  +1.579591219134e-08  SU
2   0   0   0   0   0   0   0   3   0   0   0  +7.299526094429e-09  VE
2   0   0 -13   0   0   0   0  11   0   0   0  +8.820538424103e-08  VE
2   0   0   5  -2   2  -1   0   0   0   0   0  +3.252478798299e-08  MO
2   0   0   5   0   0  -3   0   0   0   0   0  -2.539140372648e-06  SU
2   0   0  -8   0   0   0   0   8   0   0   0  +4.038980224983e-07  VE
2   0   0   4  -1   1   0   0   0   2   0   0  +1.544671753644e-08  SU
2   0   0   5   0   1  -3   0   0   0   0   0  +3.017316260046e-08  MO
2   0   0   5   0   2  -1   0   0   0   0   0  -2.416747316200e-08  MO
2   0   0   5   1  -1   0   0   0   0   0   2  +3.067789593268e-08  SU
2   0   0  -3   0   0   0   0   5   0   0   0  +6.845981456188e-08  VE
2   0   0 -16   0   0   0   0  13   0   0   0  +1.727592274044e-08  VE
2   0   0   2   0   0   0   0   2   0   0   0  -3.219917831464e-09  VE
2   0   0 -11   0   0   0   0  10   0   0   0  +5.859232943602e-08  VE
2   0   0  -3   0   0   0   2   0   0   0   0  +5.187219794515e-09  ME
2   0   0  -6   0   0   0   0   7   0   0   0  +1.037431342151e-08  VE
2   0   0 -19   0   0   0   0  15   0   0   0  +3.009593427225e-09  VE
2   0   0  -1   0   0   0   0   4   0   0   0  +5.477363495716e-09  VE
2   0   0 -14   0   0   0   0  12   0   0   0  +7.072966498900e-08  VE
2   0   0  -9   0   0   0   0   9   0   0   0  +3.070965386936e-07  VE
2   0   0  -4   0   0   0   0   6   0   0   0  +5.430045563747e-08  VE
2   0   1  -1  -1   0   0   0  -4   0   0   0  +1.483615278253e-08  SU
2   0   0 -17   0   0   0   0  14   0   0   0  +1.456408886409e-08  VE
2   0   0   1   0   0   0   0   3   0   0   0  +2.701569627300e-09  VE
2   0   0 -12   0   0   0   0  11   0   0   0  +4.837471045671e-08  VE
2   0   0   6   0   0  -4   0   0   0   0   0  -8.038940923049e-08  SU
2   0   0  -7   0   0   0   0   8   0   0   0  +7.699213333639e-09  VE
2   0   0 -20   0   0   0   0  16   0   0   0  +2.588747920222e-09  VE
2   0   0  -2   0   0   0   0   5   0   0   0  +4.029031343991e-09  VE
2   0   0 -15   0   0   0   0  13   0   0   0  +5.625001772013e-08  VE
2   0   0 -10   0   0   0   0  10   0   0   0  +2.326359967653e-07  VE
2   0   0  -2   0   0   0   2   0   0   0   0  +1.266993522656e-08  ME
2   0   0  -5   0   0   0   0   7   0   0   0  +4.291521032932e-08  VE
2   0   0 -18   0   0   0   0  15   0   0   0  +1.217331011906e-08  VE
2   0   0   0   0   0   0   0   4   0   0   0  +2.246587277450e-09  VE
2   0   0 -13   0   0   0   0  12   0   0   0  +3.959072458335e-08  VE
2   0   0  -8   0   0   0   0   9   0   0   0  +5.776393058312e-09  VE
2   0   0 -21   0   0   0   0  17   0   0   0  +2.216674455811e-09  VE
2   0   0  -3   0   0   0   0   6   0   0   0  +2.984481198414e-09  VE
2   0   0 -16   0   0   0   0  14   0   0   0  +4.438993291651e-08  VE
2   0   0 -11   0   0   0   0  11   0   0   0  +1.757054844065e-07  VE
2   0   0  -6   0   0   0   0   8   0   0   0  +3.383235321755e-08  VE
2   0   0 -19   0   0   0   0  16   0   0   0  +1.005752565529e-08  VE
2   0   0 -14   0   0   0   0  13   0   0   0  +3.204719364469e-08  VE
2   0   0  -9   0   0   0   0  10   0   0   0  +4.486761144753e-09  VE
2   0   0   9   0   0   0   0  -1   0   0   0  +1.622979431341e-08  MO
2   0   0  -4   0   0   0   0   7   0   0   0  +2.167412190330e-09  VE
2   0   0 -17   0   0   0   0  15   0   0   0  +3.482595540484e-08  VE
2   0   1  -6   1  -1   2   0   0   0   0   0  +5.651136688480e-08  MO
2   0   0 -12   0   0   0   0  12   0   0   0  +1.323470177049e-07  VE
2   0   0  -7   0   0   0   0   9   0   0   0  +2.657414875700e-08  VE
2   0   0 -20   0   0   0   0  17   0   0   0  +8.261779711055e-09  VE
2   0   1  -6   3  -1   0   0   0   0   0   0  +1.718495471849e-08  MO
2   0   1  -6   3   0   2   0   0   0   0   0  -2.253942482025e-08  MO
2   0   0 -15   0   0   0   0  14   0   0   0  +2.589154908167e-08  VE
2   0   0 -10   0   0   0   0  11   0   0   0  +3.428411560328e-09  VE
2   0   0 -18   0   0   0   0  16   0   0   0  +2.718512742306e-08  VE
2   0   0 -13   0   0   0   0  13   0   0   0  +9.948056124353e-08  VE
2   0   0  -8   0   0   0   0  10   0   0   0  +2.082249305848e-08  VE
2   0   0 -21   0   0   0   0  18   0   0   0  +6.729655487911e-09  VE
2   0   1  -5   0   0   2   0   0   0   0   0  +1.099837101983e-08  SU
2   0   1  -5   1  -2   1   0   0   0   0   0  +2.385271714926e-07  MO
